421,343
421,343
421,343
421,343
421,343
421,343
421,343
421,343
421,343
446,355
590,416
661,458
684,480
666,487
633,487
626,485
623,481
618,477
610,465
608,454
608,451
618,448
645,459
669,482
693,516
708,550
721,571
764,583
836,570
848,566
849,565
849,564
829,555
682,561
532,566
466,556
461,548
465,533
477,525
537,521
561,532
571,548
581,565
609,577
634,577
653,573
656,573
656,573
657,573
657,573
657,572
642,569
608,564
585,555
576,550
574,548
575,546
603,524
608,521
611,521
629,529
641,539
650,554
657,565
665,573
681,580
705,572
738,536
747,510
746,492
739,484
717,480
676,479
634,474
593,460
562,444
551,430
549,420
552,414
586,400
627,393
637,393
641,393
644,397
643,411
615,442
590,464
583,477
594,493
631,516
660,530
679,538
683,540
683,540
663,542
553,543
515,535
490,520
455,491
434,470
424,451
423,439
431,428
455,412
492,400
518,400
527,406
541,417
603,431
682,421
713,410
728,397
736,389
737,387
734,386
695,390
634,413
618,420
606,422
574,426
445,442
359,453
338,455
332,455
323,458
314,463
311,467
310,472
312,476
315,479
327,486
388,504
456,515
506,519
529,523
556,523
593,522
611,517
613,515
614,515
613,521
565,576
501,614
471,621
441,619
411,604
395,590
393,587
392,586
388,580
381,572
374,559
371,546
370,531
376,518
382,512
394,509
411,509
422,514
429,522
437,530
465,546
503,552
537,547
573,517
585,494
24,582
0,630
471,323
821,204
555,354
354,448
769,315
921,301
759,560
638,700
583,524
688,366
740,385
711,693
479,670
364,510
633,316
635,460
517,596
667,478
882,268
536,459
423,548
769,385
881,292
742,344
739,345
626,346
453,368
449,366
449,363
318,544
371,674
737,520
705,301
504,427
574,634
696,581
434,397
442,395
918,221
558,334
460,349
928,81
991,59
575,324
526,502
829,549
973,528
965,506
797,367
839,449
769,573
653,387
867,156
990,116
593,516
490,583
1057,165
976,171
454,493
719,368
686,335
428,453
828,274
648,334
403,463
881,167
936,142
487,376
326,601
756,757
908,654
397,486
357,486
674,382
508,339
366,319
750,106
963,37
455,309
330,399
935,401
1017,425
997,367
926,235
838,231
680,282
701,426
1020,555
921,240
732,234
1111,368
951,342
769,301
1016,161
1122,188
788,568
772,579
1132,237
886,368
619,562
836,537
874,533
701,517
890,361
1158,324
928,506
779,512
1033,214
948,203
572,435
618,451
710,384
672,332
711,275
1049,142
1075,142
845,212
801,203
788,196
552,277
513,472
712,572
745,567
699,554
702,541
706,532
662,549
657,551
755,415
755,401
749,399
882,394
814,501
528,718
642,594
862,373
623,421
564,446
778,316
784,311
485,618
604,696
726,642
617,592
553,582
703,524
703,513
648,504
673,499
872,430
769,447
707,469
862,504
871,500
556,557
553,557
957,356
960,367
680,508
682,511
770,544
721,623
661,666
695,599
673,559
587,585
765,476
951,354
771,404
588,548
656,637
782,650
668,591
650,583
851,719
856,739
602,689
553,651
793,446
835,413
637,565
596,630
823,493
863,459
810,503
833,667
873,663
734,470
675,451
786,534
957,581
855,530
572,509
589,495
1067,211
1140,171
1022,222
821,304
816,305
810,302
745,292
706,284
645,275
599,280
532,344
626,554
941,444
990,297
752,274
543,359
530,408
876,390
895,379
749,431
875,458
1175,404
1022,558
687,767
848,551
1365,221
1281,357
666,767
685,646
1279,201
1343,204
770,666
747,725
1343,485
1235,413
543,552
527,550
857,370
548,442
188,628
444,475
550,413
550,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
552,413
